S. no.,PC #,PC,Administrative District,Organisational District,AC #,AC Name,Catg.,Caste,Population %,Given Count,"Voters 
GE 2024"
6,6,6. Anandpur Sahib,S.A.S. Nagar,"SAS Nagar
  Mohali",53,53. S.A.S. Nagar,OBC,Gujjar,1.00,2331,233175
6,6,6. Anandpur Sahib,S.A.S. Nagar,"SAS Nagar
  Mohali",53,53. S.A.S. Nagar,OBC,kamboj,2.00,4663,233175
6,6,6. Anandpur Sahib,S.A.S. Nagar,"SAS Nagar
  Mohali",53,53. S.A.S. Nagar,SC,Ravidassia,12.00,27981,233175
6,6,6. Anandpur Sahib,S.A.S. Nagar,"SAS Nagar
  Mohali",53,53. S.A.S. Nagar,SC,Balmiki,5.00,11659,233175
6,6,6. Anandpur Sahib,S.A.S. Nagar,"SAS Nagar
  Mohali",53,53. S.A.S. Nagar,SC,Mazhabi Sikh,6.00,13990,233175
6,6,6. Anandpur Sahib,S.A.S. Nagar,"SAS Nagar
  Mohali",53,53. S.A.S. Nagar,SC,Bazigar,1.00,2331,233175
6,6,6. Anandpur Sahib,S.A.S. Nagar,"SAS Nagar
  Mohali",53,53. S.A.S. Nagar,MIN,Muslim,7.00,16322,233175
6,6,6. Anandpur Sahib,S.A.S. Nagar,"SAS Nagar
  Mohali",53,53. S.A.S. Nagar,-,Unknown,1.00,2335,233175
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,GEN,Brahmin,11.00,25425,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,GEN,Jatt Sikh,24.00,55472,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,GEN,Bhappe,2.00,4623,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,GEN,Khatri,13.00,30047,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,GEN,Baniya,8.00,18490,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,GEN,Rajput,0.0,-,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,OBC,Sikh Rajput,0.0,-,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,OBC,Ramgarhia,0.0,-,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,OBC,Labana,21.00,48538,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,SC,Ravidassia,8.00,18491,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,SC,Rai Sikh,0.0,-,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,SC,Mazhabi Sikh,0.0,-,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,SC,Balmiki,5.00,11557,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,SC,Bazigar,0.0,-,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,MIN,Muslim,4.00,9246,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,MIN,Christian,1.21,2226,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,60,60. Ludhiana East,-,Unknown,3.05,7046,231133
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,GEN,Brahmin,20.97,38574,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,GEN,Jatt Sikh,27.00,49657,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,GEN,Bhappe,9.00,16553,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,GEN,Khatri,16.00,29427,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,GEN,Baniya,12.00,22070,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,GEN,Rajput,0.0,-,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,OBC,Sikh Rajput,0.0,-,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,OBC,Ramgarhia,0.0,-,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,OBC,Labana,0.0,-,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,SC,Ravidassia,8.00,14713,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,SC,Rai Sikh,0.0,-,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,SC,Mazhabi Sikh,0.0,-,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,SC,Balmiki,3.00,5518,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,SC,Bazigar,0.0,-,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,MIN,Muslim,1.36,2500,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,MIN,Christian,1.00,1637,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,61,61. Ludhiana South,-,Unknown,1.46,2680,183918
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,GEN,Brahmin,15.00,24552,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,GEN,Jatt Sikh,30.00,49104,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,GEN,Bhappe,0.0,-,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,GEN,Khatri,18.00,29462,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,GEN,Baniya,10.00,16368,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,GEN,Rajput,0.0,-,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,OBC,Sikh Rajput,6.00,9820,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,OBC,Ramgarhia,5.00,8184,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,OBC,Labana,0.0,-,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,SC,Ravidassia,9.00,14732,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,SC,Rai Sikh,0.0,-,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,SC,Mazhabi Sikh,0.0,-,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,SC,Balmiki,5.00,8184,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,SC,Bazigar,0.0,-,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,MIN,Muslim,0.0,-,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,MIN,Christian,4.00,6252,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,62,62. Atam Nagar,-,Unknown,1.00,1638,163681
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,GEN,Brahmin,27.01,42208,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,GEN,Jatt Sikh,26.00,40636,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,GEN,Bhappe,11.00,17192,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,GEN,Khatri,22.01,34396,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,GEN,Baniya,5.00,7814,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,GEN,Rajput,0.0,-,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,OBC,Sikh Rajput,0.0,-,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,OBC,Ramgarhia,0.0,-,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,OBC,Labana,0.0,-,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,SC,Ravidassia,2.00,3126,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,SC,Rai Sikh,0.0,-,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,SC,Mazhabi Sikh,0.0,-,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,SC,Balmiki,1.00,1563,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,SC,Bazigar,0.0,-,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,MIN,Muslim,0.0,-,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,MIN,Christian,3.00,5197,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,63,63. Ludhiana Central,-,Unknown,1.99,3108,156295
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,GEN,Brahmin,18.00,31179,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,GEN,Jatt Sikh,30.00,51968,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,GEN,Bhappe,0.0,-,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,GEN,Khatri,16.00,27716,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,GEN,Baniya,12.00,20787,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,GEN,Rajput,2.00,3465,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,OBC,Sikh Rajput,0.0,-,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,OBC,Ramgarhia,0.0,-,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,OBC,Labana,0.0,-,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,SC,Ravidassia,9.00,15590,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,SC,Rai Sikh,0.0,-,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,SC,Mazhabi Sikh,0.0,-,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,SC,Balmiki,6.00,10394,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,SC,Bazigar,0.0,-,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,MIN,Muslim,2.00,3465,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,MIN,Christian,0.0,-,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,64,64. Ludhiana West,-,Unknown,2.00,3467,173228
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,GEN,Brahmin,21.00,42828,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,GEN,Jatt Sikh,36.00,73419,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,GEN,Bhappe,0.0,-,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,GEN,Khatri,12.00,24473,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,GEN,Baniya,0.0,-,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,GEN,Rajput,0.0,-,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,OBC,Sikh Rajput,0.0,-,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,OBC,Ramgarhia,0.0,-,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,OBC,Labana,1.00,2039,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,SC,Ravidassia,12.00,24473,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,SC,Rai Sikh,2.00,4078,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,SC,Mazhabi Sikh,2.00,4078,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,SC,Balmiki,5.00,10197,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,SC,Bazigar,6.00,12236,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,MIN,Muslim,2.00,4079,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),MIN,Christian,0.0,-,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Urban,65,65. Ludhiana North,-,Unknown,1.00,2041,203941
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),GEN,Brahmin,6.00,16691,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),GEN,Jatt Sikh,28.00,77893,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),GEN,Bhappe,0.0,-,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),GEN,Khatri,8.00,22255,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),GEN,Baniya,0.0,-,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),GEN,Rajput,0.0,-,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),OBC,Sikh Rajput,0.0,-,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),OBC,Ramgarhia,1.00,2782,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),OBC,Labana,8.00,22255,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),SC,Ravidassia,18.00,50088,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),SC,Rai Sikh,2.59,7193,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),SC,Mazhabi Sikh,0.0,-,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),SC,Balmiki,12.00,33383,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),SC,Bazigar,14.00,38947,278191
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),MIN,Muslim,2.00,5563,278191
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,MIN,Christian,0.0,-,185463
7,7,7. Ludhiana,Ludhiana,Ludhiana Rural,66,66. Gill (SC),-,Unknown,0.41,1141,278191
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,GEN,Brahmin,8.00,14837,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,GEN,Jatt Sikh,24.00,44511,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,GEN,Bhappe,0.0,-,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,GEN,Khatri,15.00,27820,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,GEN,Baniya,0.0,-,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,GEN,Rajput,0.0,-,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,OBC,Sikh Rajput,12.00,22256,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,OBC,Ramgarhia,0.0,-,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,OBC,Labana,2.00,3709,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,SC,Ravidassia,17.99,33372,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,SC,Rai Sikh,0.0,-,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,SC,Mazhabi Sikh,0.0,-,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,SC,Balmiki,15.00,27819,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,SC,Bazigar,2.00,3709,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,MIN,Muslim,2.00,3709,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),MIN,Christian,0.0,-,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,68,68. Dakha,-,Unknown,2.01,3721,185463
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),GEN,Brahmin,8.00,14621,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),GEN,Jatt Sikh,34.00,62140,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),GEN,Bhappe,0.0,-,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),GEN,Khatri,12.00,21931,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),GEN,Baniya,4.00,7310,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),GEN,Rajput,0.0,-,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),OBC,Sikh Rajput,2.00,3655,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),OBC,Ramgarhia,0.0,-,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),OBC,Labana,5.00,9138,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),SC,Ravidassia,15.00,27415,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),SC,Rai Sikh,0.0,-,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),SC,Mazhabi Sikh,0.0,-,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),SC,Balmiki,14.01,25602,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),SC,Bazigar,4.00,7310,182764
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),MIN,Muslim,0.0,-,182764
3,3,3. Khadoor Sahib,Firozpur,Firozpur,75,75. Zira,MIN,Christianity,0.0,-,188210
7,7,7. Ludhiana,Ludhiana,Jagraon,70,70. Jagraon (SC),-,Unknown,1.99,3642,182764
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),GEN,Brahmin,10.04,14773,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),GEN,Jatt Sikh,25.00,36792,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),GEN,Khatri,4.41,6487,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),GEN,Bhappe,1.00,1477,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),GEN,Baniya,8.82,12974,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),OBC,Saini,3.01,4432,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),OBC,Sikh Rajput,0.0,-,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),OBC,Kamboj,0.0,-,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),OBC,Labana,0.0,-,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),SC,Ravidassia,17.06,25113,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),SC,Balmiki,18.06,26582,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),SC,Bazigar,7.71,11352,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),SC,Mazhabi Sikh,0.0,-,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),SC,Bhagat,0.0,-,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),MIN,Muslim,0.0,-,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,54,54. Bassi Pathana (SC),-,Unknown,4.88,7185,147167
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,GEN,Brahmin,5.00,8109,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,GEN,Jatt Sikh,30.00,48654,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,GEN,Khatri,17.00,27570,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,GEN,Bhappe,0.0,-,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,GEN,Baniya,8.00,12975,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,OBC,Saini,4.00,6487,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,OBC,Sikh Rajput,0.0,-,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,OBC,Kamboj,0.0,-,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,OBC,Labana,0.0,-,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,SC,Ravidassia,10.00,16218,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,SC,Balmiki,10.00,16218,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,SC,Bazigar,7.00,11354,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,SC,Mazhabi Sikh,4.00,6488,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,SC,Bhagat,0.0,-,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,MIN,Muslim,0.0,-,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,55,55. Fatehgarh Sahib,-,Unknown,5.00,8109,162182
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,GEN,Brahmin,10.40,14773,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,GEN,Jatt Sikh,32.00,45465,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,GEN,Khatri,7.00,9945,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,GEN,Bhappe,1.04,1477,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,GEN,Baniya,9.00,12787,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,OBC,Saini,3.12,4432,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,OBC,Sikh Rajput,0.0,-,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,OBC,Kamboj,0.0,-,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,OBC,Labana,0.0,-,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,SC,Ravidassia,17.68,25113,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,SC,Balmiki,18.71,26582,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,SC,Bazigar,0.0,-,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,SC,Mazhabi Sikh,0.0,-,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,SC,Bhagat,0.0,-,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,MIN,Muslim,0.0,-,142078
8,8,8. Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,56,56. Amloh,-,Unknown,1.06,1504,142078
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,GEN,Brahmin,15.00,26109,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,GEN,Jatt Sikh,33.00,57440,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,GEN,Khatri,9.00,15665,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,GEN,Bhappe,1.00,1741,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,GEN,Baniya,4.00,6964,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,OBC,Saini,3.00,5222,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,OBC,Sikh Rajput,0.0,-,174061
